Transaction_ID,Customer_ID,Customer_Name,Email,Order_Date,Delivery_Date,Product_Category,Region,Sales_Amount,Vendor_ID,Data_Status
T00001492,C651025,Sophia Smith,sophia.smith@yahoo.com,2024-08-20,2024-08-25,Sports,South,34.65,V8715,
T00001493,C897917,Mia Allen,mia.allen@gmail.com,2024-07-06,2024-07-18,Electronics,South,116.85,V7295,
T00001494,C400709,Emma Hall,emma.hall@company.com,2024-08-11,2024-08-18,Office,East,-97.92,V7944,
T00001495,C951587,,john.smith@gmail.com,2024-02-28,2024-03-04,Home,South,118.56,V1419,
T00001496,C286240,Mia Walker,mia.walker@outlook.com,2024-02-20,2024-02-25,Electronics,East,76.46,V1131,
T00001497,C676775,Emma Johnson,emma.johnson@hotmail.com,2024-09-27,2024-10-01,Electronics,South,80.47,V8601,
T00001498,C374486,Michael Lee,michael.lee@yahoo.com,2024-02-12,2024-02-26,Home,East,15.87,V9247,
T00001499,C402950,Daniel Johnson,daniel.johnson@company.com,2024-01-27,,Home,West,43.62,V7261,
T00001500,C410914,Emma Smith,emma.smith@gmail.com,2024-02-25,2024-03-02,Grocery,West,183.79,V5615,
T00001501,C178623,Sarah Anderson,sarah.anderson@hotmail.com,2024-04-30,,Apparel,West,38.83,V5742,
T00001502,C465321,Isabella Martin,isabella.martin@hotmail.com,2024-04-22,2024-04-28,Home,North,62.25,V4943,
T00001503,C962061,Ethan Smith,ethan.smith@yahoo.com,2024-11-11,2024-11-22,Apparel,,139.02,V1943,
T00001504,C283675,Charlotte Lee,charlotte.lee@hotmail.com,2024-04-24,2024-04-30,Beauty,West,92.28,V5130,
T00001505,C837334,James Taylor,james.taylor@yahoo.com,2024-04-18,2024-04-24,Grocery,North,30.59,V6777,
T00001506,C730235,Olivia White,olivia.white@outlook.com,2024-06-23,2024-06-24,Beauty,North,26.99,V5362,
T00001507,C912831,Noah King,noah.king@yahoo.com,2024-04-21,2024-05-02,Home,East,143.43,V6341,
T00001508,C752465,Olivia King,olivia.king@gmail.com,2024-04-09,2024-04-15,Sports,West,85.18,V6532,
T00001509,C316454,Isabella Johnson,isabella.johnson@hotmail.com,2024-01-08,2024-01-12,Electronics,West,67.57,V3646,
T00001510,C209575,John White,john.white@hotmail.com,2024-05-14,2024-05-16,Grocery,East,73.81,V5705,
T00001511,C997336,Sophia Harris,,2025-05-09,2024-09-13,Beauty,West,43.74,V5562,
T00001512,C307606,Olivia Walker,olivia.walker@yahoo.com,2024-12-02,2024-12-03,Sports,East,32.0,V7927,
T00001513,C605815,John Allen,john.allen@company.com,2024-08-27,2024-09-08,Office,East,71.09,V3565,
T00001514,C392822,Daniel Walker,daniel.walker@yahoo.com,2024-08-09,2024-08-10,Beauty,North,38.06,V5328,
T00001515,C176218,Noah Young,noah.young@gmail.com,2024-05-24,2024-05-29,Beauty,South,38.3,V6134,
T00001516,C687518,Isabella Brown,isabella.brown@yahoo.com,2026-04-14,2024-01-10,Sports,West,43.82,V4612,
T00001517,C870044,Liam Thomas,liam.thomas@hotmail.com,2024-10-08,2024-10-10,Electronics,South,87.39,V3793,
T00001518,C436199,Ava Hall,,2024-11-29,2024-12-09,Home,East,35.83,V7358,
T00001519,C549589,Ava Young,ava.younggmail.com,2024-11-23,2024-12-01,Grocery,West,33.97,V3188,
T00001520,C786840,Liam Walker,liam.walker@outlook.com,2024-07-15,2024-07-19,Apparel,North,30.9,V6587,
T00001521,C578446,Isabella Young,isabella.young@gmail.com,2024-05-07,2024-05-19,Beauty,North,49.8,V2094,
T00001522,C562052,Charlotte King,charlotte.king@gmail.com,2024-09-17,2024-09-21,Electronics,West,100.13,V5920,
T00001523,C434402,Daniel Lee,,2024-03-31,2024-04-10,Apparel,North,50.03,V8830,
T00001524,C139986,Noah Brown,noah.brown@yahoo.com,2024-11-20,2024-12-04,Sports,East,54.68,V3172,
T00001525,C779520,David Hall,david.hall@hotmail.com,2024-09-15,2024-09-20,Beauty,South,61.19,V8424,
T00001526,C447739,Isabella Anderson,isabella.anderson@hotmail.com,2024-04-03,2024-04-13,Home,East,-44.79,V8120,
T00001527,C725646,Ava King,ava.king@hotmail.com,2024-09-13,2024-09-17,Grocery,North,31.63,V1863,
T00001528,C572327,James Taylor,james.taylor@outlook.com,2024-05-15,2024-05-26,Sports,South,42.13,V7342,
T00001529,C427073,Liam Taylor,liam.taylor@gmail.com,2024-01-13,2024-01-27,Apparel,,38.85,V2186,
T00001530,C697794,James Harris,,2024-07-16,2024-07-21,Home,North,51.77,V4597,
T00001531,C134911,Ethan Lee,ethan.lee@yahoo.com,2024-06-26,2024-07-06,Office,South,41.63,V9375,
T00001532,C973559,Charlotte Taylor,charlotte.taylor@hotmail.com,2024-04-21,2024-04-24,Electronics,North,62.5,V2085,
T00001533,C525037,Emma Thomas,emma.thomas@gmail.com,2024-09-20,2024-09-28,Beauty,East,51.04,V1907,
T00001534,C830399,Olivia Jackson,olivia.jackson@yahoo.com,2024-03-19,2024-03-25,Apparel,North,37.57,V6734,
T00001535,C999885,,ethan.smith@company.com,2024-09-12,2024-09-20,Electronics,East,130.76,V5237,
T00001536,C708746,Noah Lee,noah.lee@company.com,2024-03-14,2024-03-19,Grocery,West,72.83,V6309,
T00001537,C112175,Isabella Brown,isabella.brown@hotmail.com,2024-06-09,2024-06-16,Office,South,48.19,V9821,
T00001538,C416915,Daniel Thomas,daniel.thomas@company.com,2024-07-19,2024-07-29,Electronics,East,39.47,V5629,
T00001539,C599876,Olivia Anderson,olivia.anderson@company.com,2024-11-03,2024-11-10,Office,South,94.48,V1624,
T00001540,C745588,Liam King,liam.king@yahoo.com,2024-02-02,2024-02-08,Electronics,West,32.44,V8780,
T00001541,C711213,Michael Lee,michael.lee@yahoo.com,2024-03-13,2024-03-27,Home,West,126.76,V7493,
T00001542,C868734,David Allen,david.allen@hotmail.com,2024-12-17,2024-12-29,Sports,East,23.1,V3746,
T00001543,C166358,John Brown,john.brown@gmail.com,2024-10-19,2024-10-29,Home,,287.32,V3901,
T00001544,C510543,Emma King,emma.king@hotmail.com,2024-07-16,2024-07-30,Office,East,42.38,V5622,
T00001545,C147057,Charlotte Anderson,charlotte.anderson@outlook.com,2024-11-20,2024-12-03,Beauty,East,25.05,V8828,
T00001546,C368294,Ava Harris,,2024-11-11,2024-11-15,Home,North,36.55,V1110,
T00001547,C890857,Emma Brown,emma.brown@gmail.com,2024-08-27,2024-09-02,Grocery,North,45.28,V6720,
T00001548,C354726,Ava Smith,ava.smith@yahoo.com,2024-03-14,2024-03-23,Electronics,East,38.93,V7214,
T00001549,C378176,Noah Martin,noah.martin@outlook.com,2024-01-31,,Home,West,67.59,V9304,
T00001550,C626486,Olivia Jackson,olivia.jackson@outlook.com,2024-01-14,2024-01-28,Sports,West,64.76,V6515,
T00001551,C808754,Ava Young,ava.young@company.com,2024-07-23,2024-08-04,Office,East,366.91,V1828,
T00001552,C267292,Sophia Walker,sophia.walker@yahoo.com,2024-11-11,2024-11-15,Beauty,West,57.53,V1046,
T00001553,C244931,John Walker,john.walker@gmail.com,2024-03-08,2024-03-21,Office,East,24.65,V9772,
T00001554,C543676,Emma Lee,emma.lee@yahoo.com,2024-05-07,2024-05-13,Home,East,49.23,V7386,
T00001555,C262491,David Johnson,david.johnson@company.com,2024-01-26,2024-02-01,Apparel,West,59.29,V9647,
T00001556,C481009,John White,john.white@outlook.com,2024-07-02,2024-07-15,Grocery,South,40.2,V3979,
T00001557,C501921,Olivia Anderson,olivia.anderson@company.com,2024-05-16,2024-05-19,Sports,South,80.24,V3230,
T00001558,C360910,Noah Harris,noah.harris@hotmail.com,2024-10-17,2024-10-30,Home,West,86.6,V6444,
T00001559,C123236,Noah Lee,noah.lee@outlook.com,2024-04-15,2024-04-19,Office,West,37.28,V9894,
T00001560,C187955,Noah King,noah.king@company.com,2024-01-24,2024-01-27,Sports,West,44.19,V3685,
T00001561,C840874,Charlotte Lee,charlotte.leegmail.com,2024-12-04,2024-12-07,Beauty,North,17.39,V2264,
T00001562,C727433,Sarah Martin,sarah.martin@gmail.com,2024-07-12,2024-07-22,Sports,East,32.38,V9824,
T00001563,C770718,Mia White,mia.white@gmail.com,2024-06-17,,Sports,East,46.53,V3342,
T00001564,C330785,Liam Allen,liam.allen@hotmail.com,2024-02-05,2024-02-09,Home,North,59.42,V7756,
T00001565,C194914,Ava Hall,ava.hall@yahoo.com,2024-04-10,,Home,South,50.35,V6525,
T00001566,C989302,Daniel Smith,daniel.smith@gmail.com,2024-02-03,2024-02-07,Grocery,South,32.95,V9249,
T00001567,C307990,James White,james.white@hotmail.com,2024-02-08,2024-02-14,Home,North,106.08,V4608,
T00001568,C478387,Michael Allen,michael.allen@gmail.com,2024-07-29,2024-08-11,Apparel,West,99.93,V8366,
T00001569,C638884,Emma Hall,emma.hall@hotmail.com,2024-08-17,2024-08-21,Home,South,105.98,V6121,
T00001570,C756639,Michael Jackson,michael.jackson@gmail.com,2024-10-05,2024-10-11,Electronics,East,-138.41,V3541,
T00001571,C294269,Daniel Brown,daniel.brown@yahoo.com,2024-03-20,2024-03-22,Sports,East,30.24,V9308,
T00001572,C997928,Noah Thomas,noah.thomas@company.com,2024-08-25,2024-08-29,Electronics,West,70.63,V3390,
T00001573,C492417,,sophia.thomas@gmail.com,2024-06-20,2024-06-22,Electronics,East,94.4,V2601,
T00001574,C238155,Sarah Hall,sarah.hall@company.com,2024-11-21,2024-12-03,Grocery,Easst,213.33,V1288,
T00001575,C220674,James Johnson,james.johnson@gmail.com,2024-02-28,2024-03-07,Sports,North,134.02,V9529,
T00001576,C881817,Sarah Johnson,,2024-01-22,2024-02-03,Home,East,46.81,V6240,
T00001577,C864757,Liam Young,liam.younggmail.com,2024-12-30,2025-01-08,Apparel,South,-21.04,V8302,
T00001578,C356713,John Allen,john.allen@hotmail.com,2024-12-09,2024-12-16,Office,East,26.42,V8895,
T00001579,C541501,Charlotte Lee,,2024-08-25,2024-08-31,Grocery,South,81.75,V5599,
T00001580,C643351,John Allen,john.allen@gmail.com,2024-10-22,2024-10-30,Home,East,56.67,V2290,
T00001581,C167642,Charlotte Jackson,charlotte.jackson@hotmail.com,2024-12-06,2024-12-10,Beauty,East,35.93,V8825,
T00001582,C190093,Charlotte Young,charlotte.young@yahoo.com,2024-04-03,2024-04-13,Apparel,South,16.58,V8552,
T00001583,C607606,Noah King,noah.king@outlook.com,2024-08-31,2024-09-11,Beauty,,92.91,V6240,
T00001584,C317215,Isabella Allen,isabella.allen@gmail.com,2024-01-11,2024-01-13,Home,East,27.34,V3036,
T00001585,C807280,Ethan Allen,ethan.allen@hotmail.com,2024-04-26,2024-05-10,Office,West,127.76,V5352,
T00001586,C783889,Mia Anderson,mia.anderson@outlook.com,2024-09-21,2024-09-25,Apparel,North,29.98,V9986,
T00001587,C135954,Liam King,liam.king@gmail.com,2024-01-12,2024-01-17,Beauty,,41.81,V9438,
T00001588,C127856,Michael Smith,michael.smith@company.com,2024-06-02,2024-06-11,Apparel,North,36.6,V9776,
T00001589,C626861,Liam Martin,liam.martin@hotmail.com,2024-02-07,2024-02-12,Electronics,North,79.88,V8131,
T00001590,C659655,Olivia Lee,olivia.lee@company.com,2024-05-10,2024-05-19,Electronics,West,36.49,V9011,
T00001591,C595553,John Harris,john.harris@yahoo.com,2024-08-12,2024-08-21,Home,East,48.1,V8487,
T00001592,C862092,Sarah Smith,sarah.smith@outlook.com,2024-05-22,2024-05-30,Electronics,North,44.27,V3767,
T00001593,C986040,Ethan Walker,,2024-02-23,2024-02-28,Grocery,West,32.23,V8024,
T00001594,C422918,James Thomas,james.thomas@gmail.com,2024-01-24,2024-02-07,Sports,North,55.12,V6062,
T00001595,C123752,Olivia Allen,olivia.allen@gmail.com,2024-04-30,2024-05-12,Sports,South,64.01,V8929,
T00001596,C941461,David Lee,david.lee@outlook.com,2024-04-28,2024-04-30,Office,South,83.33,V2976,
T00001597,C248757,Emma Lee,emma.lee@company.com,2024-06-09,2024-06-14,Apparel,North,78.76,V5264,
T00001598,C413837,Emma Brown,emma.brown@company.com,2024-03-14,2024-03-25,Office,South,-83.99,V4663,
T00001599,C216739,Ava White,ava.whitegmail.com,2024-07-03,2024-07-04,Grocery,North,18.87,V2327,
T00001600,C942393,James Harris,james.harris@hotmail.com,2024-07-10,2024-07-18,Apparel,West,53.86,V9873,
T00001601,C338009,John Jackson,john.jackson@company.com,2024-08-07,2024-08-09,Grocery,North,31.92,V3503,
T00001602,C880316,Ava Taylor,ava.taylor@hotmail.com,2024-04-30,,Apparel,North,54.93,V9055,
T00001603,C307980,James Hall,james.hall@company.com,2024-07-27,2024-08-07,Electronics,East,59.36,V2374,
T00001604,C356609,Mia Smith,mia.smith@outlook.com,2024-10-26,2024-10-28,Apparel,West,61.85,V8278,
T00001605,C488822,David Brown,david.brown@hotmail.com,2024-12-11,2024-12-23,Grocery,South,20.85,V7747,
T00001606,C436676,David Taylor,david.taylor@company.com,2024-06-12,2024-06-23,Beauty,South,229.55,V3320,
T00001607,C444138,Sarah Lee,sarah.lee@hotmail.com,2024-09-24,2024-10-08,Sports,North,217.28,V9878,
T00001608,C418277,Emma Brown,emma.brown@gmail.com,2024-01-03,2024-01-17,Apparel,North,37.58,V7429,
T00001609,C618271,Noah Smith,noah.smith@gmail.com,2024-02-19,2024-02-24,Electronics,South,27.99,V1755,
T00001610,C423412,Mia King,mia.king@yahoo.com,2024-12-29,2025-01-08,Office,South,300.41,V3056,
T00001611,C585417,Ava King,ava.king#yahoo,2024-07-29,2024-08-05,Home,South,106.08,V4116,
T00001612,C531459,,sophia.young@yahoo.com,2024-01-16,2024-01-22,Electronics,West,85.57,V5768,
T00001613,C288456,David Taylor,david.taylor@company.com,2024-06-16,2024-06-30,Apparel,North,26.19,V4417,
T00001614,C655941,Ava Walker,ava.walker@hotmail.com,2024-10-09,2024-10-22,Electronics,East,143.6,V4288,
T00001615,C257729,David Taylor,david.taylor#yahoo,2024-11-21,2024-11-26,Beauty,South,32.42,V4566,
T00001616,C328504,Michael Anderson,michael.anderson@gmail.com,2024-10-24,2024-10-30,Sports,North,48.85,V6522,
T00001617,C746117,Emma Young,emma.young@hotmail.com,2024-07-03,2024-07-05,Home,East,124.75,V6426,
T00001618,C752665,John Walker,john.walker@gmail.com,2024-05-17,2024-05-27,Electronics,North,42.65,V7426,
T00001619,C625910,Michael Martin,michael.martin@hotmail.com,2024-05-04,2024-05-05,Electronics,North,62.79,V3197,
T00001620,C673044,Ethan Martin,ethan.martin@company.com,2024-02-27,2024-02-28,Apparel,West,110.5,V4037,
T00001621,C140809,Sophia Jackson,,2024-12-27,2025-01-04,Office,West,26.4,V8954,
T00001622,C641013,Sarah Smith,sarah.smith@gmail.com,2024-03-06,2024-03-09,Home,East,109.63,V6030,
T00001623,C816756,Michael King,michael.king@outlook.com,2024-12-05,2024-12-16,Apparel,South,143.21,V4334,
T00001624,C151226,David Martin,david.martin@company.com,2024-07-20,2024-07-23,Electronics,East,52.39,V7021,
T00001625,C599512,Ethan Lee,ethan.lee@outlook.com,2024-01-09,2024-01-18,Home,North,114.42,V8816,
T00001626,C705470,Mia Smith,mia.smith@hotmail.com,2024-04-14,2024-04-27,Sports,South,34.27,V3961,
T00001627,C575781,Michael Brown,michael.brown@outlook.com,2024-03-29,,Electronics,North,21.72,V4781,
T00001628,C129402,David Brown,david.brown@gmail.com,2024-03-29,2024-04-02,Home,East,16.63,V7460,
T00001629,C104263,,noah.harris@yahoo.com,2024-12-09,2024-12-13,Home,West,74.28,V1244,
T00001630,C851883,John Taylor,john.taylor@yahoo.com,2024-01-06,2024-01-13,Sports,West,71.65,V9533,
T00001631,C277900,Noah Hall,noah.hall@gmail.com,2024-06-06,2024-06-12,Office,West,38.45,V9200,
T00001632,C672212,Ava Martin,ava.martin@yahoo.com,2024-11-25,2024-11-27,Apparel,North,110.29,V5574,
T00001633,C436326,Emma Smith,emma.smith@gmail.com,2024-04-12,2024-04-21,Grocery,East,37.08,V3069,
T00001634,C324137,Isabella Johnson,isabella.johnson@company.com,2024-08-10,2024-08-12,Sports,West,25.92,V1276,
T00001635,C552268,Liam Smith,liam.smith@outlook.com,2024-06-19,2024-06-27,Electronics,West,30.91,V8074,
T00001636,C397881,Olivia King,olivia.king@yahoo.com,2024-02-02,2024-02-06,Sports,Northh,127.37,V6020,
T00001637,C463476,Michael Jackson,michael.jackson@company.com,2024-06-29,2024-07-09,Home,West,90.46,V4156,
T00001638,C451707,David Harris,david.harris@yahoo.com,2025-10-16,2024-07-03,Grocery,East,49.37,V4132,
T00001639,C784733,James Taylor,james.taylor@hotmail.com,2024-03-27,2024-03-28,Apparel,North,46.44,V5519,
T00001640,C610585,David Anderson,david.anderson@gmail.com,2024-03-09,2024-03-18,Beauty,South,38.86,V7123,
T00001641,C791757,Liam Young,liam.young@gmail.com,2024-01-26,2024-01-30,Grocery,North,12.67,V5666,
T00001642,C490719,David Martin,david.martin@company.com,2024-01-06,2024-01-07,Apparel,East,20.91,V1768,
T00001643,C579361,Daniel Martin,daniel.martin@hotmail.com,2024-09-12,2024-09-15,Home,North,50.22,V4243,
T00001644,C201371,Michael Thomas,michael.thomas@outlook.com,2024-06-30,2024-07-03,Sports,South,77.78,V7201,
T00001645,C662997,Sophia Lee,sophia.lee@hotmail.com,2024-10-21,2024-10-28,Sports,West,44.87,V9072,
T00001646,C292192,Daniel Hall,daniel.hall@hotmail.com,2024-09-16,,Office,West,21.53,V6912,
T00001647,C250322,Ethan Jackson,ethan.jackson@outlook.com,2026-07-03,2024-11-17,Home,East,144.84,V1408,
T00001648,C121172,Mia Brown,mia.brown@outlook.com,2024-10-30,2024-11-06,Apparel,East,23.98,V5581,
T00001649,C635843,John Taylor,john.taylor@hotmail.com,2024-11-11,2024-11-12,Home,,55.14,V5102,
T00001650,C677564,Noah Thomas,noah.thomas@yahoo.com,2024-08-21,2024-08-24,Apparel,West,60.06,V9621,
T00001651,C681780,Michael Allen,michael.allen@yahoo.com,2024-10-08,2024-10-17,Electronics,West,-223.0,V3677,
T00001652,C808362,John Thomas,john.thomas@hotmail.com,2024-07-25,2024-07-29,Beauty,West,30.99,V5028,
T00001653,C613319,Isabella Smith,isabella.smith@yahoo.com,2024-03-17,2024-03-28,Electronics,North,56.14,V8920,
T00001654,C880298,Daniel Lee,daniel.lee@outlook.com,2024-06-16,2024-06-28,Electronics,South,60.77,V6561,
T00001655,C976031,Isabella Walker,isabella.walker@outlook.com,2024-12-07,2024-12-18,Electronics,West,27.6,V9128,
T00001656,C322320,Charlotte Smith,charlotte.smith@yahoo.com,2024-02-25,2024-03-09,Sports,West,65.45,V6527,
T00001657,C517978,Noah Thomas,,2024-10-21,2024-11-03,Home,East,42.02,V2648,
T00001658,C111046,John Walker,john.walker@gmail.com,2024-03-21,2024-04-04,Home,East,45.33,V8812,
T00001659,C328071,James Brown,james.brown@outlook.com,2024-06-15,2024-06-29,Apparel,North,35.39,V7050,
T00001660,C478165,Olivia Jackson,olivia.jackson@hotmail.com,2024-06-24,2024-07-08,Apparel,South,110.65,V2909,
T00001661,C808662,John Smith,john.smith@company.com,2024-10-07,2024-10-19,Apparel,East,-50.6,V9649,
T00001662,C516366,Noah Anderson,noah.anderson@yahoo.com,2024-05-28,2024-05-31,Electronics,West,33.75,V8133,
T00001663,C366997,Olivia Young,olivia.young@yahoo.com,2024-09-12,2024-09-17,Sports,West,14.89,V2943,
T00001664,C745188,Charlotte Young,charlotte.young@outlook.com,2024-10-07,2024-10-15,Electronics,North,168.79,V7268,
T00001665,C582615,Daniel King,daniel.king@outlook.com,2024-12-10,2024-12-11,Home,South,57.13,V3890,
T00001666,C515008,Isabella Smith,isabella.smith@company.com,2024-10-04,2024-10-06,Home,North,118.25,V9000,
T00001667,C683417,,noah.taylor@company.com,2024-10-05,2024-10-18,Apparel,North,114.81,V8851,
T00001668,C861379,Ava White,ava.white@hotmail.com,2024-07-24,2024-07-31,Electronics,North,68.37,V4603,
T00001669,C305550,Ava Harris,ava.harris@gmail.com,2024-01-30,2024-02-12,Sports,West,94.42,V6152,
T00001670,C344883,Ethan Hall,ethan.hall@hotmail.com,2024-08-05,2024-08-06,Beauty,West,116.7,V8148,
T00001671,C738418,Michael Lee,michael.lee@yahoo.com,2024-08-18,2024-08-31,Office,South,29.29,V4884,
T00001672,C560514,Sarah Taylor,sarah.taylor@outlook.com,2024-12-24,2025-01-06,Apparel,East,93.34,V9876,
T00001673,C771210,,sarah.smith@hotmail.com,2024-06-10,2024-06-23,Sports,West,64.79,V9912,
T00001674,C221789,Mia Brown,mia.brown@outlook.com,2024-08-04,2024-08-18,Apparel,East,32.01,V8365,
T00001675,C779418,James Hall,james.hall@outlook.com,2024-08-15,2024-08-29,Electronics,East,91.51,V2803,
T00001676,C800780,Charlotte Hall,charlotte.hall@hotmail.com,2024-11-28,2024-12-09,Electronics,West,30.69,V5814,
T00001677,C663178,John Johnson,john.johnson@hotmail.com,2024-08-08,2024-08-22,Apparel,South,76.05,V8061,
T00001678,C166017,John White,john.white@company.com,2024-08-21,2024-08-26,Sports,West,64.8,V7053,
T00001679,C278376,David White,david.white@gmail.com,2024-03-13,2024-03-23,Apparel,East,37.01,V6972,
T00001680,C788281,Michael Hall,michael.hall@company.com,2024-04-04,2024-04-12,Beauty,East,169.11,V3090,
T00001681,C599137,Mia Jackson,mia.jackson@gmail.com,2024-04-04,2024-04-10,Apparel,North,91.9,V4674,
T00001682,C756884,Sophia Young,sophia.young@hotmail.com,2024-08-30,2024-09-02,Apparel,West,33.7,V6002,
T00001683,C724712,Olivia Hall,olivia.hall@gmail.com,2024-10-19,2024-10-26,Office,North,115.79,V7672,
T00001684,C901480,Noah Jackson,noah.jackson@yahoo.com,2024-09-19,2024-09-22,Home,West,44.27,V3275,
T00001685,C793264,Isabella Walker,isabella.walker@company.com,2024-05-03,2024-05-15,Beauty,West,42.84,V1222,
T00001686,C941344,Sarah King,sarah.king@company.com,2024-10-14,2024-10-19,Electronics,West,96.98,V6738,
T00001687,C658296,Sophia Anderson,sophia.anderson@company.com,2024-09-23,2024-09-30,Electronics,,80.94,V4292,
T00001688,C493276,James Smith,james.smith@outlook.com,2024-04-18,2024-04-20,Home,East,47.06,V2328,
T00001689,C830026,David Smith,david.smith@outlook.com,2024-12-13,2024-12-23,Office,West,140.41,V9000,
T00001690,C707847,Mia Hall,,2024-02-17,2024-02-21,Apparel,West,34.15,V1524,
T00001691,C155337,Sophia Young,sophia.young@hotmail.com,2024-10-27,2024-10-29,Beauty,West,128.26,V8002,
T00001692,C997048,Emma Taylor,emma.taylor@outlook.com,2024-04-04,2024-04-11,Office,North,34.77,V7274,
T00001693,C375494,Sarah Anderson,sarah.anderson@company.com,2024-02-02,2024-02-05,Grocery,South,68.04,V5307,
T00001694,C124354,John Harris,john.harris@outlook.com,2024-04-27,2024-05-06,Grocery,West,44.09,V2861,
T00001695,C145186,David Thomas,david.thomas@gmail.com,2024-05-11,2024-05-22,Sports,East,88.12,V1301,
T00001696,C652433,Sarah Martin,sarah.martin@company.com,2024-09-07,,Electronics,North,16.09,V3696,
T00001697,C527236,Ava Smith,ava.smith@outlook.com,2024-10-29,2024-10-30,Office,South,29.22,V7589,
T00001698,C710411,Emma Jackson,emma.jackson@hotmail.com,2024-05-01,2024-05-11,Office,North,77.11,V7659,
T00001699,C599883,Olivia King,olivia.king@outlook.com,2024-08-05,2024-08-13,Beauty,West,92.79,V6516,
T00001700,C830546,Ava Smith,ava.smith@yahoo.com,2024-02-22,2024-03-06,Electronics,East,37.28,V3520,
T00001701,C840829,John White,john.white@outlook.com,2024-05-05,2024-05-12,Home,South,104.15,V2920,
T00001702,C644869,Emma King,emma.king@company.com,2024-06-07,2024-06-08,Apparel,West,35.96,V5457,
T00001703,C713217,David Hall,david.hall@outlook.com,2024-06-07,2024-06-10,Home,West,74.57,V1530,
T00001704,C385195,James White,james.white@hotmail.com,2024-10-09,2024-10-12,Sports,South,50.2,V8760,
T00001705,C675762,Ethan Martin,ethan.martin@gmail.com,2024-03-29,2024-04-12,Sports,South,22.16,V1509,
T00001706,C716036,James Johnson,james.johnson@yahoo.com,2024-06-24,,Sports,South,157.16,V8590,
T00001707,C225995,Isabella Young,isabella.young@company.com,2024-10-18,2024-10-25,Home,East,39.05,V8916,
T00001708,C345690,,emma.martin@hotmail.com,2024-06-07,2024-06-13,Home,West,35.12,V9801,
T00001709,C431770,Mia Smith,mia.smith@yahoo.com,2024-09-05,2024-09-16,Grocery,North,43.42,V3134,
T00001710,C893392,Ava Harris,ava.harris@outlook.com,2024-12-22,2025-01-03,Beauty,South,42.28,V5715,
T00001711,C528988,Michael Walker,michael.walker@yahoo.com,2024-05-01,2024-05-03,Sports,South,61.74,V5091,
T00001712,C280553,Michael Martin,michael.martin@gmail.com,2024-08-24,2024-08-29,Sports,East,41.08,V1311,
T00001713,C660696,Daniel Martin,daniel.martin@yahoo.com,2024-05-04,2024-05-10,Beauty,West,39.89,V2857,
T00001714,C980438,Michael King,michael.king@yahoo.com,2024-11-10,2024-11-22,Grocery,North,72.96,V7465,
T00001715,C359568,Sophia Johnson,sophia.johnson@outlook.com,2024-10-05,2024-10-07,Apparel,East,54.82,V9485,
T00001716,C419278,Isabella Hall,isabella.hall@outlook.com,2024-12-20,2025-01-03,Home,West,72.11,V9742,
T00001717,C251563,Michael Johnson,michael.johnson@company.com,2024-11-19,2024-11-20,Apparel,North,45.99,V8707,
T00001718,C756701,John Johnson,john.johnson@outlook.com,2024-04-01,2024-04-05,Sports,,65.43,V3570,
T00001719,C799983,Sophia Harris,sophia.harris@yahoo.com,2024-04-14,2024-04-28,Office,North,21.91,V8913,
T00001720,C714615,Noah Johnson,noah.johnson@gmail.com,2024-02-11,2024-02-23,Apparel,South,105.12,V1880,
T00001721,C493554,James King,james.king@outlook.com,2024-05-08,2024-05-12,Electronics,North,42.68,V1604,
T00001722,C302503,Ethan Anderson,ethan.anderson@company.com,2024-02-22,2024-02-26,Home,East,47.89,V4069,
T00001723,C243326,Michael Harris,michael.harris@company.com,2024-06-16,2024-06-17,Grocery,,75.85,V4047,
T00001724,C807220,Ethan Thomas,ethan.thomas@yahoo.com,2024-03-30,2024-04-02,Apparel,East,63.26,V7795,
T00001725,C111344,Liam Smith,liam.smith@outlook.com,2024-09-03,2024-09-10,Home,East,79.96,V8269,
T00001726,C494966,Charlotte King,charlotte.king@outlook.com,2024-06-22,2024-06-26,Apparel,East,124.02,V9510,
T00001727,C692245,Charlotte Anderson,charlotte.anderson@company.com,2024-03-27,2024-03-29,Grocery,Westt,47.17,V3924,
T00001728,C205423,James King,james.king@outlook.com,2024-05-29,2024-06-06,Beauty,South,53.31,V9969,
T00001729,C420197,Emma White,emma.white@yahoo.com,2024-09-05,2024-09-16,Beauty,East,273.89,V5584,
T00001730,C564071,Ava Anderson,ava.anderson@gmail.com,2024-04-24,2024-04-25,Electronics,East,41.08,V4087,
T00001731,C771256,Daniel Harris,daniel.harris@yahoo.com,2024-06-28,2024-07-11,Beauty,South,36.46,V1263,
T00001732,C286833,Daniel Smith,daniel.smith@outlook.com,2024-04-29,2024-05-08,Apparel,South,-87.75,V3932,
T00001733,C817912,Sarah Brown,sarah.brown@yahoo.com,2024-01-28,2024-02-02,Home,North,95.85,V9877,
T00001734,C875435,Isabella Taylor,isabella.taylor@hotmail.com,2024-11-04,2024-11-06,Home,South,90.7,V2283,
T00001735,C177454,Ava Harris,ava.harris@hotmail.com,2024-04-26,2024-05-09,Beauty,South,36.71,V9795,
T00001736,C357594,Ava Hall,ava.hall@outlook.com,2024-07-09,2024-07-23,Office,West,50.18,V4600,
T00001737,C611897,Olivia Smith,olivia.smith#yahoo,2024-05-24,2024-05-28,Apparel,South,54.45,V5433,
